patent_type,composition_subtype,cmc_subtype,clinical_indications,clinical_population,reasoning_short,lens_id,error
Clinical,,,['multiple myeloma'],"['relapsed or refractory', 'high-risk multiple myeloma']","The patent's broadest independent claim focuses on a method of treating multiple myeloma using a BCMA×CD3 bispecific antibody. The claims detail specific patient populations, such as those who are relapsed or refractory and those with high-risk multiple myeloma.",169-547-918-631-198,
Clinical,,,"['cancer', 'colorectal cancer', 'renal cell carcinoma', 'clear cell renal cell carcinoma']","['non-microsatellite instability-high (non-MSI-H) or proficient mismatch repair (pMMR) colorectal cancer', 'individuals not previously treated with anti-PD-1 or anti-PD-L1 therapy', 'individuals progressed with previous treatment with anti-PD-1 or anti-PD-L1 therapy', 'individuals progressed with previous treatment with PD-1 or PD-L1 checkpoint inhibitor in combination or in sequence with a VEGF receptor tyrosine kinase inhibitor']","The patent's primary focus is on a method of treating cancer using a combination therapy, which classifies it under 'Clinical'. The claims detail specific cancer types and patient populations for treatment, supporting this classification.",171-341-724-822-496,
Clinical,,,['glioma'],"['temozolomide-resistant', 'refractory', 'glioblastoma', 'Stage IV tumor', 'low grade glioma', 'high grade glioma', 'metastatic']","The patent's broadest independent claim focuses on a method of treating glioma using Coenzyme Q10, specifically targeting patients who have failed previous treatments. The claims detail various patient populations, including those with temozolomide-resistant and refractory gliomas.",177-032-413-715-182,
Clinical,,,['non-small cell lung carcinoma'],"['refractory to at least one chemotherapeutic agent', 'locally advanced unresectable or metastatic', 'squamous or non-squamous', 'KRAS-mutation', 'EGFR-mutation', 'PD-L1 positive', 'PD-L1 negative']","The patent's broadest independent claim focuses on a method of treating non-small cell lung carcinoma using specific antibodies. The claims detail various patient populations and treatment outcomes, indicating a clinical focus.",164-196-066-159-239,
Clinical,,,['multiple myeloma'],['relapsed or refractory multiple myeloma'],"The patent's primary focus is on methods of treating multiple myeloma using specific dosing regimens of an anti-BCMA antibody, often in combination with other agents. The claims are centered around treatment methods and patient populations, particularly those with relapsed or refractory multiple myeloma.",169-083-872-552-917,
Clinical,,,['non-small cell lung cancer'],[],"The patent's broadest independent claim focuses on a method of treating non-small cell lung cancer using a combination of drugs, including a PD-1 or PD-L1 inhibitor, plinabulin, and a chemotherapeutic agent. This indicates a clinical focus on treatment methods and combination therapies.",186-065-906-164-873,
Composition,Full ADC,,[],[],"The primary claim of the patent is directed towards a conjugate of formula (I), which specifies an antibody, linker, and payload, thus classifying it as a 'Full ADC'. The method of treatment claims are dependent and not the broadest claims.",181-388-145-170-893,
Clinical,,,"['cancer', 'HIV-infection']",[],"The broadest independent claim is a method for treating diseases by selectively destroying specific cell populations. The claims focus on treatment methods for cancer and HIV-infected cells, indicating a clinical patent type.",179-148-021-284-608,
Clinical,,,"['non-Hodgkin lymphoma', 'Hodgkin lymphoma', 'chronic lymphocytic leukemia', 'acute lymphoblastic leukemia', 'small lymphocytic lymphoma', 'diffuse large B-cell lymphoma', 'follicular lymphoma', 'mantle cell lymphoma', 'marginal zone lymphoma', 'Burkitt lymphoma', 'primary mediastinal B-cell lymphoma', 'lymphoblastic lymphoma', 'Waldenstrom macroglobulinemia']","['follicular lymphoma grade 1-3a', 'diffuse large B-cell lymphoma post-CAR-T therapy', 'mantle cell lymphoma post-BTK inhibitor therapy']",The patent primarily claims a method of treatment using a specific dosing regimen to mitigate cytokine release syndrome and infusion-related reactions in patients with CD20-expressing B-cell malignancies. The focus is on clinical application rather than composition or manufacturing aspects.,191-975-398-237-514,
Clinical,,,"['neoplastic disorder', 'hematological malignancy', 'solid tumor', 'B-cell malignancy', 'leukemia', 'lymphoma', 'myeloma', 'acute myeloid leukemia', 'multiple myeloma', 'breast cancer', 'gastric cancer', 'prostate cancer', 'ovarian cancer', 'lung cancer', 'uterine cancer', 'salivary duct carcinoma', 'melanoma', 'colon cancer', 'esophageal cancer']",[],"The primary focus of the patent is on methods of treating neoplastic disorders using Compound 1, including its use in combination therapies and as part of a conjugate. The claims are centered around treatment methods, making it a clinical patent.",193-431-565-935-713,
Composition,Unconjugated Antibody,,[],[],"The primary focus of the patent is on nucleic acids encoding a binding protein capable of binding DLL4 and VEGF, which classifies it as a composition. The claims specify the structure of the binding protein, indicating it is an unconjugated antibody intermediate.",194-916-403-208-371,
Composition,Conjugated Antibody,,[],[],"The primary claim of the patent is a pharmaceutical composition comprising integrin activating compounds that enhance the activity of checkpoint inhibitors, which are specific antibodies. The focus is on the composition of these integrin activators with antibodies, classifying it as a 'Conjugated Antibody' subtype.",195-738-009-582-469,
Clinical,,,"['melanoma', 'head & neck cancer', 'classical Hodgkin lymphoma', 'urothelial carcinoma', 'gastric cancer', 'cervical cancer', 'primary mediastinal large-B-cell lymphoma', 'microsatellite instability-high cancer', 'non-small cell lung cancer', 'hepatocellular carcinoma', 'clear cell kidney cancer', 'colorectal cancer', 'breast cancer', 'squamous cell lung cancer', 'basal carcinoma', 'sarcoma', 'bladder cancer', 'endometrial cancer', 'pancreatic cancer', 'liver cancer', 'gastrointestinal cancer', 'multiple myeloma', 'renal cancer', 'mesothelioma', 'ovarian cancer', 'anal cancer', 'biliary tract cancer', 'esophageal cancer', 'salivary cancer']",[],"The broadest independent claim is a method of treating cancer using specific compounds, focusing on clinical applications. The patent claims treatment of various cancers mediated by adenosine receptors, classifying it as 'Clinical'.",197-939-056-797-466,
CMC,,Formulation/Stability,[],[],"The patent claims focus on a lyophilized pharmaceutical formulation of an anti-CD19 antibody, emphasizing stability and specific formulation components. This indicates a primary focus on formulation and stability aspects, classifying it under CMC with a subtype of Formulation/Stability.",065-044-297-446-09X,
Composition,Unconjugated Antibody,,[],[],"The primary focus of the patent is on the composition of an anti-PD-1 antibody with specific mutations and characteristics. The claims detail the structure and properties of the antibody, without specifying a linker or payload, classifying it as an 'Unconjugated Antibody'.",158-903-716-578-914,
Composition,,,[],[],"The primary claim is directed to a composition comprising extracellular vesicles with an immunomodulating component. The claims focus on the structure and components of the vesicle, rather than a specific method of treatment or clinical application.",004-505-401-842-735,
Clinical,,,"['iatrogenic hypocalcemia', 'secondary hyperparathyroidism', 'elevated serum parathyroid hormone levels', 'stabilizing serum calcium levels']","['patients treated with an agent that increases the risk of hypocalcemia', 'cancer patients', 'patients with bone metastasis']","The patent's broadest independent claims focus on methods of treating or preventing specific conditions using 25-hydroxyvitamin D, indicating a clinical focus. The claims detail treatment methods for specific patient populations and conditions, rather than compositions or manufacturing processes.",158-332-728-656-338,
Clinical,,,"['cancer', 'infectious disease', 'inflammatory disease', 'autoimmune disease']",[],"The primary focus of the patent is on methods for the in vivo expansion of γδ T cells for therapeutic purposes, specifically targeting various diseases. The claims are centered around treatment methods rather than specific compositions or manufacturing processes.",127-746-865-472-653,
Composition,Unconjugated Antibody,,[],[],"The primary focus of the patent is on an antibody capable of binding to the CD137 protein, with detailed sequences provided. The claims primarily describe the antibody and its variants, making it an unconjugated antibody composition.",124-405-481-513-79X,
Composition,Full ADC,,[],[],"The primary claim is directed to an antibody-drug conjugate (ADC) that specifies the antibody, linker, and payload components. This indicates a 'Full ADC' composition subtype as all three components are defined in the claims.",037-211-329-197-842,
